PMID,Title,journal_book,nct_id,publication_url,sponsor_name,is_act,is_pact,trial_start_date,trial_start_date_clean_01,trial_start_date_clean_mid,start_date_type,primary_completion_date,primary_completion_date_clean_01,primary_completion_date_clean_mid,primary_completion_date_type,first_registration_date,first_registration_date_clean_01,first_registration_date_clean_mid,first_submitted_date,secondary_ids,lead_sponsor_name,lead_sponsor_class,funder_type,collaborator_names,all_sponsors,is_nih_funded,is_randomized,allocation,intervention_model,study_type,has_results_section,results_first_post_date,results_first_submit_date,has_adverse_events_section,Has_Protocol,Earliest_Document_Date_Protocol,Has_SAP,Earliest_Document_Date_SAP,Electronic_Publication_Date,Print_Publication_Date,Publication_Date_Prio_Print,Publication_Date_Prio_Elec,funder_sponsor
39565980,Embolization of the Middle Meningeal Artery for Chronic Subdural Hematoma,N Engl J Med,NCT04410146,https://clinicaltrials.gov/study/NCT04410146,Balt USA,Yes,FALSE,11/1/2020,11/1/2020,11/1/2020,ACTUAL,5/23/2024,5/23/2024,5/23/2024,ACTUAL,5/27/2020,5/27/2020,5/27/2020,5/27/2020,,Balt USA,INDUSTRY,INDUSTRY,,Balt USA,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,11/20/2024,2/27/2025,2/27/2025,11/20/2024,INDUSTRY
40202623,Tolebrutinib versus Teriflunomide in Relapsing Multiple Sclerosis,N Engl J Med,NCT04410978,https://clinicaltrials.gov/study/NCT04410978,Sanofi,Yes,FALSE,6/30/2020,6/30/2020,6/30/2020,ACTUAL,7/15/2024,7/15/2024,7/15/2024,ACTUAL,5/28/2020,5/28/2020,5/28/2020,5/28/2020,"U1111-1238-1418 (REGISTRY, ICTRP); 2020-000637-41 (EUDRACT_NUMBER)",Sanofi,INDUSTRY,INDUSTRY,,Sanofi,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,6/18/2025,6/3/2025,TRUE,Yes,12/20/2023,Yes,7/10/2024,4/8/2025,5/15/2025,5/15/2025,4/8/2025,INDUSTRY
40202623,Tolebrutinib versus Teriflunomide in Relapsing Multiple Sclerosis,N Engl J Med,NCT04410991,https://clinicaltrials.gov/study/NCT04410991,Sanofi,Yes,FALSE,6/11/2020,6/11/2020,6/11/2020,ACTUAL,7/16/2024,7/16/2024,7/16/2024,ACTUAL,5/28/2020,5/28/2020,5/28/2020,5/28/2020,"U1111-1238-1373 (REGISTRY, ICTRP); 2020-000644-55 (EUDRACT_NUMBER)",Sanofi,INDUSTRY,INDUSTRY,,Sanofi,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,6/18/2025,6/3/2025,TRUE,Yes,12/20/2023,Yes,7/10/2024,4/8/2025,5/15/2025,5/15/2025,4/8/2025,INDUSTRY
40202696,Tolebrutinib in Nonrelapsing Secondary Progressive Multiple Sclerosis,N Engl J Med,NCT04411641,https://clinicaltrials.gov/study/NCT04411641,Sanofi,Yes,FALSE,9/24/2020,9/24/2020,9/24/2020,ACTUAL,8/29/2024,8/29/2024,8/29/2024,ACTUAL,5/28/2020,5/28/2020,5/28/2020,5/28/2020,"U1111-1246-7768 (REGISTRY, ICTRP); 2020-000647-30 (EUDRACT_NUMBER)",Sanofi,INDUSTRY,INDUSTRY,,Sanofi,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,6/18/2025,6/3/2025,TRUE,Yes,12/20/2023,Yes,4/30/2024,4/8/2025,5/15/2025,5/15/2025,4/8/2025,INDUSTRY
40174599,"Efficacy and safety of clopidogrel versus aspirin monotherapy in patients at high risk of subsequent cardiovascular event after percutaneous coronary intervention (SMART-CHOICE 3): a randomised, open-label, multicentre trial",Lancet,NCT04418479,,,No,,8/10/2020,8/10/2020,8/10/2020,ACTUAL,10/31/2024,10/31/2024,10/31/2024,ACTUAL,6/2/2020,6/2/2020,6/2/2020,6/1/2020,,Joo-Yong Hahn,OTHER,OTHER,,Joo-Yong Hahn,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,3/30/2025,4/12/2025,4/12/2025,3/30/2025,OTHER
39216096,Continuation versus Interruption of Oral Anticoagulation during TAVI,N Engl J Med,NCT04437303,,,No,,11/25/2020,11/25/2020,11/25/2020,ACTUAL,3/21/2024,3/21/2024,3/21/2024,ACTUAL,6/16/2020,6/16/2020,6/16/2020,5/19/2020,,St. Antonius Hospital,OTHER,OTHER,,St. Antonius Hospital,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,8/31/2024,1/30/2025,1/30/2025,8/31/2024,OTHER
40187364,"SAPIEN 3 versus Myval transcatheter heart valves for transcatheter aortic valve implantation (COMPARE-TAVI 1): a multicentre, randomised, non-inferiority trial",Lancet,NCT04443023,,,No,,6/15/2020,6/15/2020,6/15/2020,ACTUAL,11/2/2023,11/2/2023,11/2/2023,ACTUAL,6/19/2020,6/19/2020,6/19/2020,6/7/2020,,Aarhus University Hospital Skejby,OTHER,OTHER,Odense University Hospital; Aalborg University Hospital,Aarhus University Hospital Skejby; Odense University Hospital; Aalborg University Hospital,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,Yes,5/6/2023,Yes,5/6/2023,4/2/2025,4/19/2025,4/19/2025,4/2/2025,OTHER
39955119,"Efficacy and safety of nerinetide in acute ischaemic stroke in patients undergoing endovascular thrombectomy without previous thrombolysis (ESCAPE-NEXT): a multicentre, double-blind, randomised controlled trial",Lancet,NCT04462536,https://clinicaltrials.gov/study/NCT04462536,NoNO Inc.,Yes,FALSE,12/6/2020,12/6/2020,12/6/2020,ACTUAL,8/31/2023,8/31/2023,8/31/2023,ACTUAL,7/2/2020,7/2/2020,7/2/2020,7/2/2020,,NoNO Inc.,INDUSTRY,INDUSTRY,University of Calgary,NoNO Inc.; University of Calgary,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,6/22/2025,5/20/2025,TRUE,Yes,6/1/2022,Yes,6/1/2022,,2/15/2025,2/15/2025,2/15/2025,INDUSTRY
40517007,"Retifanlimab with carboplatin and paclitaxel for locally recurrent or metastatic squamous cell carcinoma of the anal canal (POD1UM-303/InterAACT-2): a global, phase 3 randomised controlled trial",Lancet,NCT04472429,https://clinicaltrials.gov/study/NCT04472429,Incyte Corporation,Yes,FALSE,1/12/2021,1/12/2021,1/12/2021,ACTUAL,4/15/2024,4/15/2024,4/15/2024,ACTUAL,7/13/2020,7/13/2020,7/13/2020,7/13/2020,"2020-000826-24 (EUDRACT_NUMBER); 2024-512331-72-00 (REGISTRY, EU CT Number)",Incyte Corporation,INDUSTRY,INDUSTRY,,Incyte Corporation,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,5/23/2025,4/8/2025,TRUE,Yes,2/4/2025,Yes,11/8/2023,,6/14/2025,6/14/2025,6/14/2025,INDUSTRY
39475399,Transcatheter Valve Replacement in Severe Tricuspid Regurgitation,N Engl J Med,NCT04482062,https://clinicaltrials.gov/study/NCT04482062,Edwards Lifesciences,Yes,FALSE,4/9/2021,4/9/2021,4/9/2021,ACTUAL,12/21/2025,12/21/2025,12/21/2025,ESTIMATED,7/20/2020,7/20/2020,7/20/2020,7/9/2020,,Edwards Lifesciences,INDUSTRY,INDUSTRY,,Edwards Lifesciences,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,10/30/2024,1/9/2025,1/9/2025,10/30/2024,INDUSTRY
39556379,Pulmonary Vein Isolation With Optimized Linear Ablation vs Pulmonary Vein Isolation Alone for Persistent AF: The PROMPT-AF Randomized Clinical Trial,JAMA,NCT04497376,,,No,,8/27/2021,8/27/2021,8/27/2021,ACTUAL,7/18/2024,7/18/2024,7/18/2024,ACTUAL,7/30/2020,7/30/2020,7/30/2020,7/8/2020,,Beijing Anzhen Hospital,OTHER,OTHER,"Heart Health Research Centre; The George Institute for Global Health, China; The George Institute for Global Health, Australia; Fukuoka University","Beijing Anzhen Hospital; Heart Health Research Centre; The George Institute for Global Health, China; The George Institute for Global Health, Australia; Fukuoka University",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,2/4/2025,2/4/2025,2/4/2025,OTHER
39775039,"Angiogenic factors versus fetomaternal Doppler for fetal growth restriction at term: an open-label, randomized controlled trial",Nat Med,NCT04502823,,,No,,9/21/2020,9/21/2020,9/21/2020,ACTUAL,12/18/2022,12/18/2022,12/18/2022,ACTUAL,8/4/2020,8/4/2020,8/4/2020,8/4/2020,,Hospital Universitari Vall d'Hebron Research Institute,OTHER,OTHER,,Hospital Universitari Vall d'Hebron Research Institute,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,1/7/2025,3/1/2025,3/1/2025,1/7/2025,OTHER
40202593,A Phase 3 Trial of Inebilizumab in Generalized Myasthenia Gravis,N Engl J Med,NCT04524273,https://clinicaltrials.gov/study/NCT04524273,Amgen,Yes,FALSE,10/15/2020,10/15/2020,10/15/2020,ACTUAL,5/28/2024,5/28/2024,5/28/2024,ACTUAL,8/19/2020,8/19/2020,8/19/2020,8/10/2020,,Amgen,INDUSTRY,INDUSTRY,,Amgen,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,4/8/2025,6/19/2025,6/19/2025,4/8/2025,INDUSTRY
39541094,Inebilizumab for Treatment of IgG4-Related Disease,N Engl J Med,NCT04540497,https://clinicaltrials.gov/study/NCT04540497,Amgen,Yes,FALSE,12/4/2020,12/4/2020,12/4/2020,ACTUAL,4/9/2024,4/9/2024,4/9/2024,ACTUAL,9/1/2020,9/1/2020,9/1/2020,9/1/2020,2023-508290-81-00 (CTIS),Amgen,INDUSTRY,INDUSTRY,,Amgen,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,6/25/2025,4/15/2025,TRUE,Yes,8/8/2023,Yes,5/15/2024,11/14/2024,3/27/2025,3/27/2025,11/14/2024,INDUSTRY
40159556,Liberal fluid intake versus fluid restriction in chronic heart failure: a randomized clinical trial,Nat Med,NCT04551729,,,No,,4/21/2021,4/21/2021,4/21/2021,ACTUAL,9/23/2024,9/23/2024,9/23/2024,ACTUAL,9/10/2020,9/10/2020,9/10/2020,9/10/2020,,Radboud University Medical Center,OTHER,OTHER,Maastricht University Medical Center,Radboud University Medical Center; Maastricht University Medical Center,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,Yes,11/30/2020,Yes,9/1/2023,3/30/2025,6/1/2025,6/1/2025,3/30/2025,OTHER
40169145,"Semaglutide and walking capacity in people with symptomatic peripheral artery disease and type 2 diabetes (STRIDE): a phase 3b, double-blind, randomised, placebo-controlled trial",Lancet,NCT04560998,https://clinicaltrials.gov/study/NCT04560998,Novo Nordisk A/S,Yes,FALSE,10/1/2020,10/1/2020,10/1/2020,ACTUAL,6/5/2024,6/5/2024,6/5/2024,ACTUAL,9/18/2020,9/18/2020,9/18/2020,9/18/2020,"2019-003399-38 (REGISTRY, European Medicines Agency (EudraCT)); U1111-1238-7071 (OTHER, World Health Organization (WHO))",Novo Nordisk A/S,INDUSTRY,INDUSTRY,,Novo Nordisk A/S,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,7/8/2025,6/3/2025,TRUE,Yes,4/18/2023,Yes,8/26/2024,3/29/2025,5/3/2025,5/3/2025,3/29/2025,INDUSTRY
39460694,Atrasentan in Patients with IgA Nephropathy,N Engl J Med,NCT04573478,https://clinicaltrials.gov/study/NCT04573478,"Chinook Therapeutics, Inc.",Yes,FALSE,12/11/2020,12/11/2020,12/11/2020,ACTUAL,12/18/2026,12/18/2026,12/18/2026,ESTIMATED,9/28/2020,9/28/2020,9/28/2020,9/12/2020,,"Chinook Therapeutics, Inc.",INDUSTRY,INDUSTRY,,"Chinook Therapeutics, Inc.",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,10/25/2024,2/6/2025,2/6/2025,10/25/2024,INDUSTRY
39453772,Alternative Complement Pathway Inhibition with Iptacopan in IgA Nephropathy,N Engl J Med,NCT04578834,https://clinicaltrials.gov/study/NCT04578834,Novartis Pharmaceuticals,Yes,FALSE,1/25/2021,1/25/2021,1/25/2021,ACTUAL,9/26/2025,9/26/2025,9/26/2025,ESTIMATED,10/1/2020,10/1/2020,10/1/2020,9/9/2020,,Novartis Pharmaceuticals,INDUSTRY,INDUSTRY,,Novartis Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,10/25/2024,2/6/2025,2/6/2025,10/25/2024,INDUSTRY
40460847,"Claudin-18 isoform 2-specific CAR T-cell therapy (satri-cel) versus treatment of physician's choice for previously treated advanced gastric or gastro-oesophageal junction cancer (CT041-ST-01): a randomised, open-label, phase 2 trial",Lancet,NCT04581473,,,No,,10/23/2020,10/23/2020,10/23/2020,ACTUAL,10/18/2024,10/18/2024,10/18/2024,ACTUAL,10/5/2020,10/5/2020,10/5/2020,9/24/2020,,"CARsgen Therapeutics Co., Ltd.",INDUSTRY,INDUSTRY,Peking University Cancer Hospital & Institute; Fudan University,"CARsgen Therapeutics Co., Ltd.; Peking University Cancer Hospital & Institute; Fudan University",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,5/31/2025,6/7/2025,6/7/2025,5/31/2025,INDUSTRY
40267423,Phase 3 Trial of the DPP-1 Inhibitor Brensocatib in Bronchiectasis,N Engl J Med,NCT04594369,https://clinicaltrials.gov/study/NCT04594369,Insmed Incorporated,Yes,FALSE,12/1/2020,12/1/2020,12/1/2020,ACTUAL,10/28/2024,10/28/2024,10/28/2024,ACTUAL,10/14/2020,10/14/2020,10/14/2020,10/14/2020,2020-003688-25 (EUDRACT_NUMBER),Insmed Incorporated,INDUSTRY,INDUSTRY,,Insmed Incorporated,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,4/24/2025,4/24/2025,4/24/2025,INDUSTRY
40075230,The impact of interactive text communication on neonatal mortality in Kenya: a randomized controlled trial,Nat Med,NCT04598165,,,No,,9/7/2020,9/7/2020,9/7/2020,ACTUAL,2/20/2023,2/20/2023,2/20/2023,ACTUAL,10/15/2020,10/15/2020,10/15/2020,10/2/2020,1R01HD098105-01 (NIH),Women and Infants Hospital of Rhode Island,OTHER,OTHER,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD); Kenyatta National Hospital,Women and Infants Hospital of Rhode Island; Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD); Kenyatta National Hospital,Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,8/15/2024,7/22/2024,TRUE,Yes,10/1/2021,Yes,5/31/2024,3/12/2025,6/1/2025,6/1/2025,3/12/2025,NIH
40065169,Pelabresib plus ruxolitinib for JAK inhibitor-naive myelofibrosis: a randomized phase 3 trial,Nat Med,NCT04603495,https://clinicaltrials.gov/study/NCT04603495,Constellation Pharmaceuticals,Yes,FALSE,4/9/2021,4/9/2021,4/9/2021,ACTUAL,8/23/2023,8/23/2023,8/23/2023,ACTUAL,10/21/2020,10/21/2020,10/21/2020,10/20/2020,2020-001989-10 (EUDRACT_NUMBER),Constellation Pharmaceuticals,INDUSTRY,INDUSTRY,,Constellation Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,10/28/2024,8/23/2024,TRUE,Yes,10/4/2023,Yes,10/26/2023,3/10/2025,5/1/2025,5/1/2025,3/10/2025,INDUSTRY
39863775,"Encorafenib, cetuximab and chemotherapy in BRAF-mutant colorectal cancer: a randomized phase 3 trial",Nat Med,NCT04607421,https://clinicaltrials.gov/study/NCT04607421,Pfizer,Yes,FALSE,12/21/2020,12/21/2020,12/21/2020,ACTUAL,12/8/2025,12/8/2025,12/8/2025,ESTIMATED,10/22/2020,10/22/2020,10/22/2020,10/5/2020,"2023-509405-77-00 (REGISTRY, CTIS (EU)); BREAKWATER (OTHER, Pfizer)",Pfizer,INDUSTRY,INDUSTRY,"Ono Pharmaceutical Co. Ltd; Merck KGaA, Darmstadt, Germany; Eli Lilly and Company","Pfizer; Ono Pharmaceutical Co. Ltd; Merck KGaA, Darmstadt, Germany; Eli Lilly and Company",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,1/25/2025,3/1/2025,3/1/2025,1/25/2025,INDUSTRY
39671272,Camrelizumab vs Placebo in Combination With Chemotherapy as Neoadjuvant Treatment in Patients With Early or Locally Advanced Triple-Negative Breast Cancer: The CamRelief Randomized Clinical Trial,JAMA,NCT04613674,,,No,,12/9/2020,12/9/2020,12/9/2020,ACTUAL,9/14/2023,9/14/2023,9/14/2023,ACTUAL,11/2/2020,11/2/2020,11/2/2020,10/29/2020,,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,INDUSTRY,,"Jiangsu HengRui Medicine Co., Ltd.",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,2/25/2025,2/25/2025,2/25/2025,INDUSTRY
39984634,Telemedicine-based integrated management of atrial fibrillation in village clinics: a cluster randomized trial,Nat Med,NCT04622514,,,No,,12/1/2020,12/1/2020,12/1/2020,ACTUAL,5/9/2024,5/9/2024,5/9/2024,ACTUAL,11/9/2020,11/9/2020,11/9/2020,10/18/2020,,The First Affiliated Hospital with Nanjing Medical University,OTHER,OTHER,University of Liverpool,The First Affiliated Hospital with Nanjing Medical University; University of Liverpool,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,2/21/2025,4/1/2025,4/1/2025,2/21/2025,OTHER
39602173,Transcatheter Edge-to-Edge Repair for Severe Isolated Tricuspid Regurgitation: The Tri.Fr Randomized Clinical Trial,JAMA,NCT04646811,,,No,,2/10/2021,2/10/2021,2/10/2021,ACTUAL,4/23/2024,4/23/2024,4/23/2024,ACTUAL,11/23/2020,11/23/2020,11/23/2020,11/10/2020,"2020-A00645-34 (OTHER, N° IDRCB)",Rennes University Hospital,OTHER,OTHER,,Rennes University Hospital,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,1/14/2025,1/14/2025,1/14/2025,OTHER
39922675,"Normobaric hyperoxia combined with endovascular treatment for acute ischaemic stroke in China (OPENS-2 trial): a multicentre, randomised, single-blind, sham-controlled trial",Lancet,NCT04681651,,,No,,4/22/2021,4/22/2021,4/22/2021,ACTUAL,5/5/2023,5/5/2023,5/5/2023,ACTUAL,12/19/2020,12/19/2020,12/19/2020,12/6/2020,,Capital Medical University,OTHER,OTHER,Tianjin Huanhu Hospital; Shengli Oilfield Hospital; Beijing Fengtai You'anmen Hospital; Jiujiang University Affiliated Hospital; Zhangzhou Municipal Hospital of Fujian Province; Baotou Central Hospital; Luoyang Central Hospital; Nanyang Central Hospital; Qingdao Central Hospital; The Third People's Hospital of Jinan; Rizhao People's Hospital; Anyang People's Hospital; Shanghai 10th People's Hospital; Dalian Municipal Central Hospital; Zhoukou Central Hospital; Nanshi Hospital of Nanyang; The second Nanning People's Hospital; Zhumadian Central Hospital; Taizhou Hospital; Second Affiliated Hospital of Nanchang University,Capital Medical University; Tianjin Huanhu Hospital; Shengli Oilfield Hospital; Beijing Fengtai You'anmen Hospital; Jiujiang University Affiliated Hospital; Zhangzhou Municipal Hospital of Fujian Province; Baotou Central Hospital; Luoyang Central Hospital; Nanyang Central Hospital; Qingdao Central Hospital; The Third People's Hospital of Jinan; Rizhao People's Hospital; Anyang People's Hospital; Shanghai 10th People's Hospital; Dalian Municipal Central Hospital; Zhoukou Central Hospital; Nanshi Hospital of Nanyang; The second Nanning People's Hospital; Zhumadian Central Hospital; Taizhou Hospital; Second Affiliated Hospital of Nanchang University,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,2/8/2025,2/8/2025,2/8/2025,OTHER
40162639,Dapagliflozin in Patients Undergoing Transcatheter Aortic-Valve Implantation,N Engl J Med,NCT04696185,,,No,,1/27/2021,1/27/2021,1/27/2021,ACTUAL,12/29/2024,12/29/2024,12/29/2024,ACTUAL,1/3/2021,1/3/2021,1/3/2021,12/30/2020,,Spanish Society of Cardiology,OTHER,OTHER,Fundación Centro Nacional de Investigaciones Cardiovasculares Carlos III,Spanish Society of Cardiology; Fundación Centro Nacional de Investigaciones Cardiovasculares Carlos III,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,Yes,10/14/2020,Yes,10/14/2020,3/29/2025,4/10/2025,4/10/2025,3/29/2025,OTHER
39953289,Artificial intelligence for individualized treatment of persistent atrial fibrillation: a randomized controlled trial,Nat Med,NCT04702451,https://clinicaltrials.gov/study/NCT04702451,Volta Medical,Yes,FALSE,2/12/2021,2/12/2021,2/12/2021,ACTUAL,12/27/2023,12/27/2023,12/27/2023,ACTUAL,1/7/2021,1/7/2021,1/7/2021,1/7/2021,,Volta Medical,INDUSTRY,INDUSTRY,Covance; CardiaBase,Volta Medical; Covance; CardiaBase,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,9/12/2025,3/25/2025,TRUE,Yes,7/6/2022,Yes,2/19/2024,2/14/2025,4/1/2025,4/1/2025,2/14/2025,INDUSTRY
39842011,Abelacimab versus Rivaroxaban in Patients with Atrial Fibrillation,N Engl J Med,NCT04755283,https://clinicaltrials.gov/study/NCT04755283,"Anthos Therapeutics, Inc.",Yes,FALSE,2/2/2021,2/2/2021,2/2/2021,ACTUAL,2/15/2024,2/15/2024,2/15/2024,ACTUAL,2/11/2021,2/11/2021,2/11/2021,2/11/2021,2020-004507-13 (EUDRACT_NUMBER),"Anthos Therapeutics, Inc.",INDUSTRY,INDUSTRY,The TIMI Study Group; Fortrea,"Anthos Therapeutics, Inc.; The TIMI Study Group; Fortrea",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,7/30/2025,4/3/2025,TRUE,Yes,4/18/2023,Yes,7/24/2023,,1/23/2025,1/23/2025,1/23/2025,INDUSTRY
39709979,"Effect of a spatial repellent on malaria incidence in an area of western Kenya characterised by high malaria transmission, insecticide resistance, and universal coverage of insecticide treated nets (part of the AEGIS Consortium): a cluster-randomised, controlled trial",Lancet,NCT04766879,,,No,,3/2/2021,3/2/2021,3/2/2021,ACTUAL,10/23/2023,10/23/2023,10/23/2023,ACTUAL,2/19/2021,2/19/2021,2/19/2021,2/8/2021,,University of Notre Dame,OTHER,OTHER,"S.C. Johnson & Son, Inc.; Kenya Medical Research Institute; Centers for Disease Control and Prevention; fhiClinical","University of Notre Dame; S.C. Johnson & Son, Inc.; Kenya Medical Research Institute; Centers for Disease Control and Prevention; fhiClinical",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,12/19/2024,1/11/2025,1/11/2025,12/19/2024,OTHER
39258838,Liraglutide for Children 6 to <12 Years of Age with Obesity - A Randomized Trial,N Engl J Med,NCT04775082,https://clinicaltrials.gov/study/NCT04775082,Novo Nordisk A/S,Yes,FALSE,3/4/2021,3/4/2021,3/4/2021,ACTUAL,8/1/2023,8/1/2023,8/1/2023,ACTUAL,2/26/2021,2/26/2021,2/26/2021,2/26/2021,"U1111-1247-8226 (OTHER, World Health Organization (WHO)); 2020-000546-34 (REGISTRY, European Medicines Agency (EudraCT))",Novo Nordisk A/S,INDUSTRY,INDUSTRY,,Novo Nordisk A/S,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,9/10/2024,2/6/2025,2/6/2025,9/10/2024,INDUSTRY
40305708,Phase 3 Trial of Semaglutide in Metabolic Dysfunction-Associated Steatohepatitis,N Engl J Med,NCT04822181,https://clinicaltrials.gov/study/NCT04822181,Novo Nordisk A/S,Yes,FALSE,4/1/2021,4/1/2021,4/1/2021,ACTUAL,4/25/2029,4/25/2029,4/25/2029,ESTIMATED,3/26/2021,3/26/2021,3/26/2021,3/26/2021,"U1111-1244-3678 (OTHER, World Health Organization (WHO)); 2019-004594-44 (REGISTRY, European Medicines Agency (EudraCT)); jRCT2031210033 (REGISTRY, JAPIC)",Novo Nordisk A/S,INDUSTRY,INDUSTRY,,Novo Nordisk A/S,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,4/30/2025,6/5/2025,6/5/2025,4/30/2025,INDUSTRY
39555826,Tirzepatide for Heart Failure with Preserved Ejection Fraction and Obesity,N Engl J Med,NCT04847557,https://clinicaltrials.gov/study/NCT04847557,Eli Lilly and Company,Yes,FALSE,4/20/2021,4/20/2021,4/20/2021,ACTUAL,7/2/2024,7/2/2024,7/2/2024,ACTUAL,4/13/2021,4/13/2021,4/13/2021,2/26/2021,"I8F-MC-GPID (OTHER, Eli Lilly and Company)",Eli Lilly and Company,INDUSTRY,INDUSTRY,,Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,8/20/2025,7/2/2025,TRUE,Yes,2/14/2024,Yes,6/26/2024,11/16/2024,1/30/2025,1/30/2025,11/16/2024,INDUSTRY
40106374,Tezepelumab in Adults with Severe Chronic Rhinosinusitis with Nasal Polyps,N Engl J Med,NCT04851964,https://clinicaltrials.gov/study/NCT04851964,AstraZeneca,Yes,FALSE,4/22/2021,4/22/2021,4/22/2021,ACTUAL,9/23/2024,9/23/2024,9/23/2024,ACTUAL,4/19/2021,4/19/2021,4/19/2021,2/18/2021,2020-003062-39 (EUDRACT_NUMBER),AstraZeneca,INDUSTRY,INDUSTRY,Amgen,AstraZeneca; Amgen,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,3/1/2025,3/27/2025,3/27/2025,3/1/2025,INDUSTRY
39455729,Semaglutide in patients with overweight or obesity and chronic kidney disease without diabetes: a randomized double-blind placebo-controlled clinical trial,Nat Med,NCT04889183,,,No,,3/14/2022,3/14/2022,3/14/2022,ACTUAL,5/28/2024,5/28/2024,5/28/2024,ACTUAL,5/11/2021,5/11/2021,5/11/2021,5/6/2021,2021-001247-27 (EUDRACT_NUMBER),University Medical Center Groningen,OTHER,OTHER,Novo Nordisk A/S,University Medical Center Groningen; Novo Nordisk A/S,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,10/25/2024,1/1/2025,1/1/2025,10/25/2024,OTHER
