PMID,Title,journal_book,nct_id,publication_url,sponsor_name,is_act,is_pact,secondary_ids,lead_sponsor_name,lead_sponsor_class,funder_type,collaborator_names,all_sponsors,is_nih_funded,is_randomized,allocation,intervention_model,study_type,funder_sponsor
40388329,Nerandomilast in Patients with Progressive Pulmonary Fibrosis,N Engl J Med,NCT05321082,https://clinicaltrials.gov/study/NCT05321082,Boehringer Ingelheim,Yes,FALSE,2022-001134-11 (EUDRACT_NUMBER),Boehringer Ingelheim,INDUSTRY,INDUSTRY,,Boehringer Ingelheim,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40217078,Sacituzumab tirumotecan in previously treated metastatic triple-negative breast cancer: a randomized phase 3 trial,Nat Med,NCT05347134,,,No,,,"Sichuan Kelun Pharmaceutical Research Institute Co., Ltd.",INDUSTRY,INDUSTRY,,"Sichuan Kelun Pharmaceutical Research Institute Co., Ltd.",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40158524,"Chikungunya virus virus-like particle vaccine safety and immunogenicity in adults older than 65 years: a phase 3, randomised, double-blind, placebo-controlled trial",Lancet,NCT05349617,https://clinicaltrials.gov/study/NCT05349617,Bavarian Nordic,Yes,FALSE,,Bavarian Nordic,INDUSTRY,INDUSTRY,Emergent BioSolutions,Bavarian Nordic; Emergent BioSolutions,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40266580,Varenicline for Youth Nicotine Vaping Cessation: A Randomized Clinical Trial,JAMA,NCT05367492,https://clinicaltrials.gov/study/NCT05367492,Massachusetts General Hospital,Yes,FALSE,R01DA052583 (NIH),Massachusetts General Hospital,OTHER,OTHER,National Institute on Drug Abuse (NIDA),Massachusetts General Hospital; National Institute on Drug Abuse (NIDA),Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39869911,Effects of Noise and Public Setting on Blood Pressure Readings : A Randomized Crossover Trial,Ann Intern Med,NCT05394376,,,No,,,Johns Hopkins University,OTHER,OTHER,Vital Strategies,Johns Hopkins University; Vital Strategies,No,Yes,RANDOMIZED,CROSSOVER,INTERVENTIONAL,OTHER
40088914,"Behavioural interventions to increase uptake of FIT colorectal screening in Scotland (TEMPO): a nationwide, eight-arm, factorial, randomised controlled trial",Lancet,NCT05408169,,,No,,,University of Glasgow,OTHER,OTHER,NHS Greater Glasgow and Clyde; NHS Tayside; University of Cambridge; University of St Andrews; University of Stirling; University of Dundee; Chief Scientist Office of the Scottish Government; Cancer Research UK,University of Glasgow; NHS Greater Glasgow and Clyde; NHS Tayside; University of Cambridge; University of St Andrews; University of Stirling; University of Dundee; Chief Scientist Office of the Scottish Government; Cancer Research UK,Yes,Yes,RANDOMIZED,FACTORIAL,INTERVENTIONAL,NIH
40174223,Alteplase for Posterior Circulation Ischemic Stroke at 4.5 to 24 Hours,N Engl J Med,NCT05429476,,,No,,,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,OTHER,,"Second Affiliated Hospital, School of Medicine, Zhejiang University",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40562048,"Once-weekly insulin efsitora alfa versus once-daily insulin glargine U100 in adults with type 2 diabetes treated with basal and prandial insulin (QWINT-4): a phase 3, randomised, non-inferiority trial",Lancet,NCT05462756,https://clinicaltrials.gov/study/NCT05462756,Eli Lilly and Company,Yes,FALSE,"I8H-MC-BDCV (OTHER, Eli Lilly and Company); 2021-005878-25 (EUDRACT_NUMBER)",Eli Lilly and Company,INDUSTRY,INDUSTRY,,Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39753962,Single immunization with genetically attenuated Pf∆mei2 (GA2) parasites by mosquito bite in controlled human malaria infection: a placebo-controlled randomized trial,Nat Med,NCT05468606,,,No,,,Leiden University Medical Center,OTHER,OTHER,,Leiden University Medical Center,No,Yes,RANDOMIZED,SEQUENTIAL,INTERVENTIONAL,OTHER
39775042,"Single-dose suraxavir marboxil for acute uncomplicated influenza in adults and adolescents: a multicenter, randomized, double-blind, placebo-controlled phase 3 trial",Nat Med,NCT05474755,,,No,,,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,INDUSTRY,INDUSTRY,,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39928308,Evaluation of a Clinical Decision Support System for Imaging Requests: A Cluster Randomized Clinical Trial,JAMA,NCT05490290,,,No,,,University Hospital Augsburg,OTHER,OTHER,Erasmus Medical Center; University Hospital Schleswig-Holstein; Johannes Gutenberg University Mainz,University Hospital Augsburg; Erasmus Medical Center; University Hospital Schleswig-Holstein; Johannes Gutenberg University Mainz,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40057343,"Ivonescimab versus pembrolizumab for PD-L1-positive non-small cell lung cancer (HARMONi-2): a randomised, double-blind, phase 3 study in China",Lancet,NCT05499390,,,No,,,Akeso,INDUSTRY,INDUSTRY,,Akeso,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40156829,Prothrombin Complex Concentrate vs Frozen Plasma for Coagulopathic Bleeding in Cardiac Surgery: The FARES-II Multicenter Randomized Clinical Trial,JAMA,NCT05523297,https://clinicaltrials.gov/study/NCT05523297,Octapharma,Yes,FALSE,,Octapharma,INDUSTRY,INDUSTRY,,Octapharma,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40162734,Pulsed Field or Cryoballoon Ablation for Paroxysmal Atrial Fibrillation,N Engl J Med,NCT05534581,,,No,,,"Insel Gruppe AG, University Hospital Bern",OTHER,OTHER,University of Bern,"Insel Gruppe AG, University Hospital Bern; University of Bern",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40239067,Tecovirimat for Clade I MPXV Infection in the Democratic Republic of Congo,N Engl J Med,NCT05559099,https://clinicaltrials.gov/study/NCT05559099,National Institute of Allergy and Infectious Diseases (NIAID),Yes,FALSE,,National Institute of Allergy and Infectious Diseases (NIAID),NIH,NIH,"Institut National de Recherche Biomédicale. Kinshasa, République Démocratique du Congo","National Institute of Allergy and Infectious Diseases (NIAID); Institut National de Recherche Biomédicale. Kinshasa, République Démocratique du Congo",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39556768,Oral Muvalaplin for Lowering of Lipoprotein(a): A Randomized Clinical Trial,JAMA,NCT05563246,https://clinicaltrials.gov/study/NCT05563246,Eli Lilly and Company,Yes,FALSE,"J2O-MC-EKBC (OTHER, Eli Lilly and Company); 2022-501466-21-00 (CTIS)",Eli Lilly and Company,INDUSTRY,INDUSTRY,,Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40183678,Comparison of Dose Escalation Versus Switching to Tirzepatide Among People With Type 2 Diabetes Inadequately Controlled on Lower Doses of Dulaglutide : A Randomized Clinical Trial,Ann Intern Med,NCT05564039,https://clinicaltrials.gov/study/NCT05564039,Eli Lilly and Company,Yes,FALSE,"I8F-MC-GPIH (OTHER, Eli Lilly and Company); 2022-500101-41-00 (OTHER, EU Trial Number)",Eli Lilly and Company,INDUSTRY,INDUSTRY,,Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40162643,Lepodisiran - A Long-Duration Small Interfering RNA Targeting Lipoprotein(a),N Engl J Med,NCT05565742,https://clinicaltrials.gov/study/NCT05565742,Eli Lilly and Company,Yes,FALSE,"J3L-MC-EZEB (OTHER, Eli Lilly and Company); 2022-501426-38-00 (CTIS)",Eli Lilly and Company,INDUSTRY,INDUSTRY,,Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40421736,Once-Weekly Mazdutide in Chinese Adults with Obesity or Overweight,N Engl J Med,NCT05607680,,,No,,,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,INDUSTRY,,Innovent Biologics (Suzhou) Co. Ltd.,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40367374,"Oveporexton, an Oral Orexin Receptor 2-Selective Agonist, in Narcolepsy Type 1",N Engl J Med,NCT05687903,https://clinicaltrials.gov/study/NCT05687903,Takeda,Yes,FALSE,"2022-001654-38 (EUDRACT_NUMBER); U1111-1277-4261 (OTHER, WHO); jRCT2031220644 (REGISTRY, jRCT)",Takeda,INDUSTRY,INDUSTRY,,Takeda,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40267417,Lorundrostat Efficacy and Safety in Patients with Uncontrolled Hypertension,N Engl J Med,NCT05769608,https://clinicaltrials.gov/study/NCT05769608,Mineralys Therapeutics Inc.,Yes,FALSE,,Mineralys Therapeutics Inc.,INDUSTRY,INDUSTRY,,Mineralys Therapeutics Inc.,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40105270,A Randomized Trial of Automated Insulin Delivery in Type 2 Diabetes,N Engl J Med,NCT05785832,https://clinicaltrials.gov/study/NCT05785832,"Tandem Diabetes Care, Inc.",Yes,FALSE,,"Tandem Diabetes Care, Inc.",INDUSTRY,INDUSTRY,Jaeb Center for Health Research,"Tandem Diabetes Care, Inc.; Jaeb Center for Health Research",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40102593,mRNA-based seasonal influenza and SARS-CoV-2 multicomponent vaccine in healthy adults: a phase 1/2 trial,Nat Med,NCT05827926,https://clinicaltrials.gov/study/NCT05827926,"ModernaTX, Inc.",Yes,FALSE,,"ModernaTX, Inc.",INDUSTRY,INDUSTRY,,"ModernaTX, Inc.",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40383129,Safety and efficacy of a novel ANGPTL4 inhibitory antibody for lipid lowering: results from phase 1 and phase 1b/2a clinical studies,Lancet,NCT05896254,https://clinicaltrials.gov/study/NCT05896254,Marea Therapeutics,Yes,FALSE,,Marea Therapeutics,INDUSTRY,INDUSTRY,,Marea Therapeutics,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40347969,"Fixed-dose combination of obicetrapib and ezetimibe for LDL cholesterol reduction (TANDEM): a phase 3, randomised, double-blind, placebo-controlled trial",Lancet,NCT06005597,https://clinicaltrials.gov/study/NCT06005597,NewAmsterdam Pharma,Yes,FALSE,,NewAmsterdam Pharma,INDUSTRY,INDUSTRY,,NewAmsterdam Pharma,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40332892,Immunogenicity and Safety of Influenza and COVID-19 Multicomponent Vaccine in Adults ≥50 Years: A Randomized Clinical Trial,JAMA,NCT06097273,https://clinicaltrials.gov/study/NCT06097273,"ModernaTX, Inc.",Yes,FALSE,,"ModernaTX, Inc.",INDUSTRY,INDUSTRY,,"ModernaTX, Inc.",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39910272,GPT-4 assistance for improvement of physician performance on patient care tasks: a randomized controlled trial,Nat Med,NCT06208423,,,No,,,Stanford University,OTHER,OTHER,Beth Israel Deaconess Medical Center; University of Minnesota,Stanford University; Beth Israel Deaconess Medical Center; University of Minnesota,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40195450,A vaccine chatbot intervention for parents to improve HPV vaccination uptake among middle school girls: a cluster randomized trial,Nat Med,NCT06227689,,,No,,,Fudan University,OTHER,OTHER,The University of Hong Kong,Fudan University; The University of Hong Kong,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40578851,"Effects of intravaginal conjugated oestrogen on pessary continuation for pelvic organ prolapse: multicentre, randomised, double blind, placebo controlled trial.",BMJ (Clinical research ed.),NCT04393194,,,No,,,Peking Union Medical College Hospital,OTHER,OTHER,,Peking Union Medical College Hospital,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40473437,Sacituzumab tirumotecan versus docetaxel for previously treated,BMJ (Clinical research ed.),NCT05631262,,,No,,,"Sichuan Kelun Pharmaceutical Research Institute Co., Ltd.",INDUSTRY,INDUSTRY,,"Sichuan Kelun Pharmaceutical Research Institute Co., Ltd.",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40472026,Community health worker-facilitated telehealth for moderate-severe hypertension care in Kenya and Uganda: A randomized controlled trial.,PLoS medicine,NCT04810650,,,No,,U01AI150510 (NIH),"University of California, San Francisco",OTHER,OTHER,"Infectious Diseases Research Collaboration, Uganda; Makerere University; Kenya Medical Research Institute; University of California, Berkeley; University College, London; University of Pennsylvania; National Institute of Allergy and Infectious Diseases (NIAID); National Institute on Alcohol Abuse and Alcoholism (NIAAA); National Institute of Mental Health (NIMH); National Heart, Lung, and Blood Institute (NHLBI)","University of California, San Francisco; Infectious Diseases Research Collaboration, Uganda; Makerere University; Kenya Medical Research Institute; University of California, Berkeley; University College, London; University of Pennsylvania; National Institute of Allergy and Infectious Diseases (NIAID); National Institute on Alcohol Abuse and Alcoholism (NIAAA); National Institute of Mental Health (NIMH); National Heart, Lung, and Blood Institute (NHLBI)",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
40467095,"Effect of dapagliflozin on metabolic dysfunction-associated steatohepatitis: multicentre, double blind, randomised, placebo controlled trial.",BMJ (Clinical research ed.),NCT03723252,,,No,,,"Nanfang Hospital, Southern Medical University",OTHER,OTHER,,"Nanfang Hospital, Southern Medical University",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40425261,A village doctor-led mobile health intervention for cardiovascular risk reduction in rural China: cluster randomised controlled trial.,BMJ (Clinical research ed.),NCT05645640,,,No,,,China National Center for Cardiovascular Diseases,OTHER_GOV,OTHER_GOV,,China National Center for Cardiovascular Diseases,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER_GOV
40335079,"Effects of a general practitioner-led brief narrative exposure intervention on symptoms of post-traumatic stress disorder after intensive care (PICTURE): multicentre, observer blind, randomised controlled trial.",BMJ (Clinical research ed.),NCT03315390,,,No,,,Ludwig-Maximilians - University of Munich,OTHER,OTHER,German Research Foundation; University of Konstanz,Ludwig-Maximilians - University of Munich; German Research Foundation; University of Konstanz,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40306935,No-touch versus conventional vein in coronary artery bypass grafting: three year follow-up of multicentre randomised PATENCY trial.,BMJ (Clinical research ed.),NCT03126409,,,No,,,China National Center for Cardiovascular Diseases,OTHER_GOV,OTHER_GOV,,China National Center for Cardiovascular Diseases,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER_GOV
40233976,Four cycles of docetaxel plus cisplatin as neoadjuvant chemotherapy followed by concurrent chemoradiotherapy in stage N2-3 nasopharyngeal carcinoma: phase 3 multicentre randomised controlled trial.,BMJ (Clinical research ed.),NCT02512315,,,No,,,Sun Yat-sen University,OTHER,OTHER,,Sun Yat-sen University,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40164448,"Stepwise dual antiplatelet therapy de-escalation in patients after drug coated balloon angioplasty (REC-CAGEFREE II): multicentre, randomised, open label, assessor blind, non-inferiority trial.",BMJ (Clinical research ed.),NCT04971356,,,No,,,Xijing Hospital,OTHER,OTHER,,Xijing Hospital,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40127893,"Care guided by tissue oxygenation and haemodynamic monitoring in off-pump coronary artery bypass grafting (Bottomline-CS): assessor blind, single centre, randomised controlled trial.",BMJ (Clinical research ed.),NCT04896736,,,No,,"000 (OTHER, CTGTY)",Yale University,OTHER,OTHER,Tianjin Chest Hospital,Yale University; Tianjin Chest Hospital,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40107675,Sonolysis during carotid endarterectomy: randomised controlled trial.,BMJ (Clinical research ed.),NCT02398734,,,No,,,University Hospital Ostrava,OTHER,OTHER,"Ústřední fakultní vojenská nemocnice, Praha, Czechia; Vítkovická nemocnice, Ostrava, Czechia; Masarykova nemocnice v Ústí nad Labem, Ústí nad Labem, Czechia; Nemocnice České Budějovice, České Budějovice, Czechia; Fakultní nemocnice Hradec Králové, Hradec Králové, Czechia; Fakultní nemocnice Plzeň, Plzeň, Czechia; Krajská nemocnice Liberec, Liberec, Czechia; Fakultná nemocnica Martin, Martin, Slovakia; Nemocnice Jihlava, Jihlava, Czechia; Nemocnice na Homolce, Praha, Czechia; Fakultní nemocnice Motol, Praha, Czechia; Fakultná nemocnica Nitra, Nitra, Slovakia; Fakultní nemocnice Olomouc, Olomouc, Czechia; Fakultná nemocnica Košice, Košice, Slovakia; Krajská nemocnice T. Bati, Zlín, Czechia; Allgemeine Krankenhausl Linz, Linz, Austria","University Hospital Ostrava; Ústřední fakultní vojenská nemocnice, Praha, Czechia; Vítkovická nemocnice, Ostrava, Czechia; Masarykova nemocnice v Ústí nad Labem, Ústí nad Labem, Czechia; Nemocnice České Budějovice, České Budějovice, Czechia; Fakultní nemocnice Hradec Králové, Hradec Králové, Czechia; Fakultní nemocnice Plzeň, Plzeň, Czechia; Krajská nemocnice Liberec, Liberec, Czechia; Fakultná nemocnica Martin, Martin, Slovakia; Nemocnice Jihlava, Jihlava, Czechia; Nemocnice na Homolce, Praha, Czechia; Fakultní nemocnice Motol, Praha, Czechia; Fakultná nemocnica Nitra, Nitra, Slovakia; Fakultní nemocnice Olomouc, Olomouc, Czechia; Fakultná nemocnica Košice, Košice, Slovakia; Krajská nemocnice T. Bati, Zlín, Czechia; Allgemeine Krankenhausl Linz, Linz, Austria",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39982935,Cervical cerclage versus cervical pessary with or without vaginal progesterone for preterm birth prevention in twin pregnancies and a short cervix: A two-by-two factorial randomised clinical trial.,PLoS medicine,NCT03863613,,,No,,,Mỹ Đức Hospital,OTHER,OTHER,,Mỹ Đức Hospital,No,Yes,RANDOMIZED,FACTORIAL,INTERVENTIONAL,OTHER
39933757,Effect of high flow nasal cannula oxygenation on incidence of hypoxia during sedated gastrointestinal endoscopy in patients with obesity: multicentre randomised controlled trial.,BMJ (Clinical research ed.),NCT04500392,,,No,,,RenJi Hospital,OTHER,OTHER,"Shanghai Tongji Hospital, Tongji University School of Medicine; Shanghai Oriental Hospital, Tongji University School of Medicine","RenJi Hospital; Shanghai Tongji Hospital, Tongji University School of Medicine; Shanghai Oriental Hospital, Tongji University School of Medicine",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39899612,Impact evaluation of a digital health platform empowering Kenyan women across the pregnancy-postpartum care continuum: A cluster randomized controlled trial.,PLoS medicine,NCT05110521,,,No,,,Harvard School of Public Health (HSPH),OTHER,OTHER,Innovations for Poverty Action; Jacaranda Health,Harvard School of Public Health (HSPH); Innovations for Poverty Action; Jacaranda Health,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39843169,"Dapagliflozin plus calorie restriction for remission of type 2 diabetes: multicentre, double blind, randomised, placebo controlled trial.",BMJ (Clinical research ed.),NCT04004793,,,No,,,Shanghai Zhongshan Hospital,OTHER,OTHER,,Shanghai Zhongshan Hospital,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39836656,Effectiveness of app-based cognitive behavioral therapy for insomnia on preventing major depressive disorder in youth with insomnia and subclinical depression: A randomized clinical trial.,PLoS medicine,NCT04069247,,,No,,,Chinese University of Hong Kong,OTHER,OTHER,Peking University Sixth Hospital,Chinese University of Hong Kong; Peking University Sixth Hospital,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39814420,"The efficacy and safety of thymosin α1 for sepsis (TESTS): multicentre, double blinded, randomised, placebo controlled, phase 3 trial.",BMJ (Clinical research ed.),NCT02867267,,,No,,,Sun Yat-sen University,OTHER,OTHER,SciClone Pharmaceuticals,Sun Yat-sen University; SciClone Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39809509,Intra-arterial tenecteplase after successful endovascular recanalisation in patients with acute posterior circulation arterial occlusion (ATTENTION-IA): multicentre randomised controlled trial.,BMJ (Clinical research ed.),NCT05684172,,,No,,,The First Affiliated Hospital of University of Science and Technology of China,OTHER,OTHER,,The First Affiliated Hospital of University of Science and Technology of China,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39788611,Effectiveness of shared decision making strategies for stroke prevention among patients with atrial fibrillation: cluster randomized controlled trial.,BMJ (Clinical research ed.),NCT04357288,,,No,,,University of Utah,OTHER,OTHER,American Heart Association; Patient-Centered Outcomes Research Institute; Mayo Clinic; Northwestern University; Vanderbilt University; University of Michigan; University of Alabama at Birmingham,University of Utah; American Heart Association; Patient-Centered Outcomes Research Institute; Mayo Clinic; Northwestern University; Vanderbilt University; University of Michigan; University of Alabama at Birmingham,No,Yes,RANDOMIZED,FACTORIAL,INTERVENTIONAL,OTHER
40587286,The effect of telephone follow-up and training on treatment adherence in tuberculosis patients and contacts: A randomized controlled study,The National Medical Journal of India,NCT05202431,,Tuberculosis Network European Trialsgroup,No,,,Tuberculosis Network European Trialsgroup,NETWORK,NETWORK,,Tuberculosis Network European Trialsgroup,No,Yes,RANDOMIZED,SINGLE_GROUP,INTERVENTIONAL,OTHER
